agegrp,density_c,examyear_cat,riskBCSC_v2_5y_cat,resinit_c,resfnl_c,resfnl_c3,cancscrfu1yr_c,dcisscrfu1yr_c,invscrfu1yr_c,stage_advanced,count
50-59,b,2005-2008,1.00 to 1.66,1: Positive,1: Positive,1: Positive,1: Yes,0: No,1: Yes,1: Yes,7
50-59,b,2009-2010,1.00 to 1.66,1: Positive,1: Positive,1: Positive,1: Yes,0: No,1: Yes,1: Yes,9
50-59,b,2011-2012,1.00 to 1.66,1: Positive,1: Positive,1: Positive,1: Yes,0: No,1: Yes,1: Yes,8
50-59,b,2013-2014,1.00 to 1.66,1: Positive,1: Positive,1: Positive,1: Yes,0: No,1: Yes,1: Yes,10
50-59,b,2015-2017,1.00 to 1.66,1: Positive,1: Positive,1: Positive,1: Yes,0: No,1: Yes,1: Yes,8
50-59,b,2005-2008,1.67 to 2.49,1: Positive,1: Positive,1: Positive,1: Yes,0: No,1: Yes,1: Yes,3
50-59,b,2011-2012,1.67 to 2.49,1: Positive,1: Positive,1: Positive,1: Yes,0: No,1: Yes,1: Yes,2
50-59,b,2013-2014,1.67 to 2.49,1: Positive,1: Positive,1: Positive,1: Yes,0: No,1: Yes,1: Yes,3
50-59,b,2015-2017,1.67 to 2.49,1: Positive,1: Positive,1: Positive,1: Yes,0: No,1: Yes,1: Yes,3
50-59,b,2011-2012,2.50 to 3.99,1: Positive,1: Positive,1: Positive,1: Yes,0: No,1: Yes,1: Yes,1
50-59,b,2005-2008,0.00 to < 1.00,1: Positive,1: Positive,1: Positive,1: Yes,1: Yes,0: No,0: No,12
50-59,b,2009-2010,0.00 to < 1.00,1: Positive,1: Positive,1: Positive,1: Yes,1: Yes,0: No,0: No,12
50-59,b,2011-2012,0.00 to < 1.00,1: Positive,1: Positive,1: Positive,1: Yes,1: Yes,0: No,0: No,19
50-59,b,2013-2014,0.00 to < 1.00,1: Positive,1: Positive,1: Positive,1: Yes,1: Yes,0: No,0: No,14
50-59,b,2015-2017,0.00 to < 1.00,1: Positive,1: Positive,1: Positive,1: Yes,1: Yes,0: No,0: No,6
50-59,b,2005-2008,1.00 to 1.66,1: Positive,1: Positive,1: Positive,1: Yes,1: Yes,0: No,0: No,30
50-59,b,2009-2010,1.00 to 1.66,1: Positive,1: Positive,1: Positive,1: Yes,1: Yes,0: No,0: No,44
50-59,b,2011-2012,1.00 to 1.66,1: Positive,1: Positive,1: Positive,1: Yes,1: Yes,0: No,0: No,36
50-59,b,2013-2014,1.00 to 1.66,1: Positive,1: Positive,1: Positive,1: Yes,1: Yes,0: No,0: No,38
50-59,b,2015-2017,1.00 to 1.66,1: Positive,1: Positive,1: Positive,1: Yes,1: Yes,0: No,0: No,15
50-59,b,2005-2008,1.67 to 2.49,1: Positive,1: Positive,1: Positive,1: Yes,1: Yes,0: No,0: No,13
50-59,b,2009-2010,1.67 to 2.49,1: Positive,1: Positive,1: Positive,1: Yes,1: Yes,0: No,0: No,14
50-59,b,2011-2012,1.67 to 2.49,1: Positive,1: Positive,1: Positive,1: Yes,1: Yes,0: No,0: No,11
50-59,b,2013-2014,1.67 to 2.49,1: Positive,1: Positive,1: Positive,1: Yes,1: Yes,0: No,0: No,8
50-59,b,2015-2017,1.67 to 2.49,1: Positive,1: Positive,1: Positive,1: Yes,1: Yes,0: No,0: No,7
50-59,b,2005-2008,2.50 to 3.99,1: Positive,1: Positive,1: Positive,1: Yes,1: Yes,0: No,0: No,1
50-59,b,2011-2012,2.50 to 3.99,1: Positive,1: Positive,1: Positive,1: Yes,1: Yes,0: No,0: No,1
50-59,b,2013-2014,2.50 to 3.99,1: Positive,1: Positive,1: Positive,1: Yes,1: Yes,0: No,0: No,5
50-59,b,2015-2017,2.50 to 3.99,1: Positive,1: Positive,1: Positive,1: Yes,1: Yes,0: No,0: No,1
50-59,c,2005-2008,0.00 to < 1.00,0: Negative,0: Negative,0: Negative,0: No,0: No,0: No,0: No,2051
50-59,c,2009-2010,0.00 to < 1.00,0: Negative,0: Negative,0: Negative,0: No,0: No,0: No,0: No,2619
50-59,c,2011-2012,0.00 to < 1.00,0: Negative,0: Negative,0: Negative,0: No,0: No,0: No,0: No,2573
50-59,c,2013-2014,0.00 to < 1.00,0: Negative,0: Negative,0: Negative,0: No,0: No,0: No,0: No,3187
50-59,c,2015-2017,0.00 to < 1.00,0: Negative,0: Negative,0: Negative,0: No,0: No,0: No,0: No,2362
50-59,c,2005-2008,1.00 to 1.66,0: Negative,0: Negative,0: Negative,0: No,0: No,0: No,0: No,30074
50-59,c,2009-2010,1.00 to 1.66,0: Negative,0: Negative,0: Negative,0: No,0: No,0: No,0: No,36479
50-59,c,2011-2012,1.00 to 1.66,0: Negative,0: Negative,0: Negative,0: No,0: No,0: No,0: No,35802
50-59,c,2013-2014,1.00 to 1.66,0: Negative,0: Negative,0: Negative,0: No,0: No,0: No,0: No,37479
50-59,c,2015-2017,1.00 to 1.66,0: Negative,0: Negative,0: Negative,0: No,0: No,0: No,0: No,25097
50-59,c,2005-2008,1.67 to 2.49,0: Negative,0: Negative,0: Negative,0: No,0: No,0: No,0: No,17689
50-59,c,2009-2010,1.67 to 2.49,0: Negative,0: Negative,0: Negative,0: No,0: No,0: No,0: No,19553
50-59,c,2011-2012,1.67 to 2.49,0: Negative,0: Negative,0: Negative,0: No,0: No,0: No,0: No,20527
50-59,c,2013-2014,1.67 to 2.49,0: Negative,0: Negative,0: Negative,0: No,0: No,0: No,0: No,21354
50-59,c,2015-2017,1.67 to 2.49,0: Negative,0: Negative,0: Negative,0: No,0: No,0: No,0: No,13954
50-59,c,2005-2008,2.50 to 3.99,0: Negative,0: Negative,0: Negative,0: No,0: No,0: No,0: No,4411
50-59,c,2009-2010,2.50 to 3.99,0: Negative,0: Negative,0: Negative,0: No,0: No,0: No,0: No,5154
50-59,c,2011-2012,2.50 to 3.99,0: Negative,0: Negative,0: Negative,0: No,0: No,0: No,0: No,6067
50-59,c,2013-2014,2.50 to 3.99,0: Negative,0: Negative,0: Negative,0: No,0: No,0: No,0: No,6278
50-59,c,2015-2017,2.50 to 3.99,0: Negative,0: Negative,0: Negative,0: No,0: No,0: No,0: No,4215
50-59,c,2005-2008,>=4.00,0: Negative,0: Negative,0: Negative,0: No,0: No,0: No,0: No,249
50-59,c,2009-2010,>=4.00,0: Negative,0: Negative,0: Negative,0: No,0: No,0: No,0: No,266
50-59,c,2011-2012,>=4.00,0: Negative,0: Negative,0: Negative,0: No,0: No,0: No,0: No,365
50-59,c,2013-2014,>=4.00,0: Negative,0: Negative,0: Negative,0: No,0: No,0: No,0: No,427
50-59,c,2015-2017,>=4.00,0: Negative,0: Negative,0: Negative,0: No,0: No,0: No,0: No,298
50-59,c,2011-2012,0.00 to < 1.00,0: Negative,0: Negative,0: Negative,1: Yes,0: No,1: Yes,0: No,1
50-59,c,2013-2014,0.00 to < 1.00,0: Negative,0: Negative,0: Negative,1: Yes,0: No,1: Yes,0: No,4
50-59,c,2015-2017,0.00 to < 1.00,0: Negative,0: Negative,0: Negative,1: Yes,0: No,1: Yes,0: No,2
50-59,c,2005-2008,1.00 to 1.66,0: Negative,0: Negative,0: Negative,1: Yes,0: No,1: Yes,0: No,12
50-59,c,2009-2010,1.00 to 1.66,0: Negative,0: Negative,0: Negative,1: Yes,0: No,1: Yes,0: No,15
50-59,c,2011-2012,1.00 to 1.66,0: Negative,0: Negative,0: Negative,1: Yes,0: No,1: Yes,0: No,18
50-59,c,2013-2014,1.00 to 1.66,0: Negative,0: Negative,0: Negative,1: Yes,0: No,1: Yes,0: No,19
50-59,c,2015-2017,1.00 to 1.66,0: Negative,0: Negative,0: Negative,1: Yes,0: No,1: Yes,0: No,10
50-59,c,2005-2008,1.67 to 2.49,0: Negative,0: Negative,0: Negative,1: Yes,0: No,1: Yes,0: No,19
50-59,c,2009-2010,1.67 to 2.49,0: Negative,0: Negative,0: Negative,1: Yes,0: No,1: Yes,0: No,12
50-59,c,2011-2012,1.67 to 2.49,0: Negative,0: Negative,0: Negative,1: Yes,0: No,1: Yes,0: No,11
50-59,c,2013-2014,1.67 to 2.49,0: Negative,0: Negative,0: Negative,1: Yes,0: No,1: Yes,0: No,18
50-59,c,2015-2017,1.67 to 2.49,0: Negative,0: Negative,0: Negative,1: Yes,0: No,1: Yes,0: No,16
50-59,c,2005-2008,2.50 to 3.99,0: Negative,0: Negative,0: Negative,1: Yes,0: No,1: Yes,0: No,5
50-59,c,2009-2010,2.50 to 3.99,0: Negative,0: Negative,0: Negative,1: Yes,0: No,1: Yes,0: No,8
50-59,c,2011-2012,2.50 to 3.99,0: Negative,0: Negative,0: Negative,1: Yes,0: No,1: Yes,0: No,4
50-59,c,2013-2014,2.50 to 3.99,0: Negative,0: Negative,0: Negative,1: Yes,0: No,1: Yes,0: No,6
50-59,c,2015-2017,2.50 to 3.99,0: Negative,0: Negative,0: Negative,1: Yes,0: No,1: Yes,0: No,6
50-59,c,2005-2008,>=4.00,0: Negative,0: Negative,0: Negative,1: Yes,0: No,1: Yes,0: No,1
50-59,c,2011-2012,>=4.00,0: Negative,0: Negative,0: Negative,1: Yes,0: No,1: Yes,0: No,1
50-59,c,2015-2017,0.00 to < 1.00,0: Negative,0: Negative,0: Negative,1: Yes,0: No,1: Yes,1: Yes,2
50-59,c,2005-2008,1.00 to 1.66,0: Negative,0: Negative,0: Negative,1: Yes,0: No,1: Yes,1: Yes,6
50-59,c,2009-2010,1.00 to 1.66,0: Negative,0: Negative,0: Negative,1: Yes,0: No,1: Yes,1: Yes,7
50-59,c,2011-2012,1.00 to 1.66,0: Negative,0: Negative,0: Negative,1: Yes,0: No,1: Yes,1: Yes,10
50-59,c,2013-2014,1.00 to 1.66,0: Negative,0: Negative,0: Negative,1: Yes,0: No,1: Yes,1: Yes,10
50-59,c,2015-2017,1.00 to 1.66,0: Negative,0: Negative,0: Negative,1: Yes,0: No,1: Yes,1: Yes,3
50-59,c,2005-2008,1.67 to 2.49,0: Negative,0: Negative,0: Negative,1: Yes,0: No,1: Yes,1: Yes,7
50-59,c,2009-2010,1.67 to 2.49,0: Negative,0: Negative,0: Negative,1: Yes,0: No,1: Yes,1: Yes,5
50-59,c,2011-2012,1.67 to 2.49,0: Negative,0: Negative,0: Negative,1: Yes,0: No,1: Yes,1: Yes,8
50-59,c,2013-2014,1.67 to 2.49,0: Negative,0: Negative,0: Negative,1: Yes,0: No,1: Yes,1: Yes,3
50-59,c,2015-2017,1.67 to 2.49,0: Negative,0: Negative,0: Negative,1: Yes,0: No,1: Yes,1: Yes,5
50-59,c,2011-2012,2.50 to 3.99,0: Negative,0: Negative,0: Negative,1: Yes,0: No,1: Yes,1: Yes,1
50-59,c,2013-2014,2.50 to 3.99,0: Negative,0: Negative,0: Negative,1: Yes,0: No,1: Yes,1: Yes,3
50-59,c,2015-2017,2.50 to 3.99,0: Negative,0: Negative,0: Negative,1: Yes,0: No,1: Yes,1: Yes,2
50-59,c,2009-2010,>=4.00,0: Negative,0: Negative,0: Negative,1: Yes,0: No,1: Yes,1: Yes,1
50-59,c,2011-2012,>=4.00,0: Negative,0: Negative,0: Negative,1: Yes,0: No,1: Yes,1: Yes,1
50-59,c,2013-2014,>=4.00,0: Negative,0: Negative,0: Negative,1: Yes,0: No,1: Yes,1: Yes,2
50-59,c,2011-2012,0.00 to < 1.00,0: Negative,0: Negative,0: Negative,1: Yes,1: Yes,0: No,0: No,1
50-59,c,2005-2008,1.00 to 1.66,0: Negative,0: Negative,0: Negative,1: Yes,1: Yes,0: No,0: No,2
50-59,c,2011-2012,1.00 to 1.66,0: Negative,0: Negative,0: Negative,1: Yes,1: Yes,0: No,0: No,2
50-59,c,2013-2014,1.00 to 1.66,0: Negative,0: Negative,0: Negative,1: Yes,1: Yes,0: No,0: No,3
50-59,c,2015-2017,1.00 to 1.66,0: Negative,0: Negative,0: Negative,1: Yes,1: Yes,0: No,0: No,2
50-59,c,2005-2008,1.67 to 2.49,0: Negative,0: Negative,0: Negative,1: Yes,1: Yes,0: No,0: No,3
50-59,c,2009-2010,1.67 to 2.49,0: Negative,0: Negative,0: Negative,1: Yes,1: Yes,0: No,0: No,1
50-59,c,2011-2012,1.67 to 2.49,0: Negative,0: Negative,0: Negative,1: Yes,1: Yes,0: No,0: No,4
50-59,c,2013-2014,1.67 to 2.49,0: Negative,0: Negative,0: Negative,1: Yes,1: Yes,0: No,0: No,4
50-59,c,2015-2017,1.67 to 2.49,0: Negative,0: Negative,0: Negative,1: Yes,1: Yes,0: No,0: No,2
50-59,c,2005-2008,2.50 to 3.99,0: Negative,0: Negative,0: Negative,1: Yes,1: Yes,0: No,0: No,1
50-59,c,2011-2012,2.50 to 3.99,0: Negative,0: Negative,0: Negative,1: Yes,1: Yes,0: No,0: No,2
50-59,c,2015-2017,>=4.00,0: Negative,0: Negative,0: Negative,1: Yes,1: Yes,0: No,0: No,1
50-59,c,2005-2008,0.00 to < 1.00,1: Positive,0: Negative,0: Negative,0: No,0: No,0: No,0: No,128
50-59,c,2009-2010,0.00 to < 1.00,1: Positive,0: Negative,0: Negative,0: No,0: No,0: No,0: No,171
50-59,c,2011-2012,0.00 to < 1.00,1: Positive,0: Negative,0: Negative,0: No,0: No,0: No,0: No,181
50-59,c,2013-2014,0.00 to < 1.00,1: Positive,0: Negative,0: Negative,0: No,0: No,0: No,0: No,205
50-59,c,2015-2017,0.00 to < 1.00,1: Positive,0: Negative,0: Negative,0: No,0: No,0: No,0: No,143
50-59,c,2005-2008,1.00 to 1.66,1: Positive,0: Negative,0: Negative,0: No,0: No,0: No,0: No,2245
50-59,c,2009-2010,1.00 to 1.66,1: Positive,0: Negative,0: Negative,0: No,0: No,0: No,0: No,2652
50-59,c,2011-2012,1.00 to 1.66,1: Positive,0: Negative,0: Negative,0: No,0: No,0: No,0: No,2470
50-59,c,2013-2014,1.00 to 1.66,1: Positive,0: Negative,0: Negative,0: No,0: No,0: No,0: No,2342
50-59,c,2015-2017,1.00 to 1.66,1: Positive,0: Negative,0: Negative,0: No,0: No,0: No,0: No,1382
50-59,c,2005-2008,1.67 to 2.49,1: Positive,0: Negative,0: Negative,0: No,0: No,0: No,0: No,1619
50-59,c,2009-2010,1.67 to 2.49,1: Positive,0: Negative,0: Negative,0: No,0: No,0: No,0: No,1718
50-59,c,2011-2012,1.67 to 2.49,1: Positive,0: Negative,0: Negative,0: No,0: No,0: No,0: No,1545
50-59,c,2013-2014,1.67 to 2.49,1: Positive,0: Negative,0: Negative,0: No,0: No,0: No,0: No,1464
50-59,c,2015-2017,1.67 to 2.49,1: Positive,0: Negative,0: Negative,0: No,0: No,0: No,0: No,794
50-59,c,2005-2008,2.50 to 3.99,1: Positive,0: Negative,0: Negative,0: No,0: No,0: No,0: No,482
50-59,c,2009-2010,2.50 to 3.99,1: Positive,0: Negative,0: Negative,0: No,0: No,0: No,0: No,474
50-59,c,2011-2012,2.50 to 3.99,1: Positive,0: Negative,0: Negative,0: No,0: No,0: No,0: No,462
50-59,c,2013-2014,2.50 to 3.99,1: Positive,0: Negative,0: Negative,0: No,0: No,0: No,0: No,468
50-59,c,2015-2017,2.50 to 3.99,1: Positive,0: Negative,0: Negative,0: No,0: No,0: No,0: No,283
50-59,c,2005-2008,>=4.00,1: Positive,0: Negative,0: Negative,0: No,0: No,0: No,0: No,31
50-59,c,2009-2010,>=4.00,1: Positive,0: Negative,0: Negative,0: No,0: No,0: No,0: No,35
50-59,c,2011-2012,>=4.00,1: Positive,0: Negative,0: Negative,0: No,0: No,0: No,0: No,24
50-59,c,2013-2014,>=4.00,1: Positive,0: Negative,0: Negative,0: No,0: No,0: No,0: No,30
50-59,c,2015-2017,>=4.00,1: Positive,0: Negative,0: Negative,0: No,0: No,0: No,0: No,20
50-59,c,2009-2010,1.00 to 1.66,1: Positive,0: Negative,0: Negative,1: Yes,0: No,1: Yes,0: No,2
50-59,c,2011-2012,1.00 to 1.66,1: Positive,0: Negative,0: Negative,1: Yes,0: No,1: Yes,0: No,1
50-59,c,2013-2014,1.00 to 1.66,1: Positive,0: Negative,0: Negative,1: Yes,0: No,1: Yes,0: No,1
50-59,c,2005-2008,1.67 to 2.49,1: Positive,0: Negative,0: Negative,1: Yes,0: No,1: Yes,0: No,1
50-59,c,2011-2012,1.67 to 2.49,1: Positive,0: Negative,0: Negative,1: Yes,0: No,1: Yes,0: No,2
50-59,c,2013-2014,1.67 to 2.49,1: Positive,0: Negative,0: Negative,1: Yes,0: No,1: Yes,0: No,1
50-59,c,2015-2017,1.67 to 2.49,1: Positive,0: Negative,0: Negative,1: Yes,0: No,1: Yes,0: No,1
50-59,c,2009-2010,2.50 to 3.99,1: Positive,0: Negative,0: Negative,1: Yes,0: No,1: Yes,0: No,1
50-59,c,2011-2012,2.50 to 3.99,1: Positive,0: Negative,0: Negative,1: Yes,0: No,1: Yes,0: No,1
50-59,c,2009-2010,1.00 to 1.66,1: Positive,0: Negative,0: Negative,1: Yes,0: No,1: Yes,1: Yes,2
50-59,c,2011-2012,1.00 to 1.66,1: Positive,0: Negative,0: Negative,1: Yes,0: No,1: Yes,1: Yes,1
50-59,c,2005-2008,1.67 to 2.49,1: Positive,0: Negative,0: Negative,1: Yes,0: No,1: Yes,1: Yes,1
50-59,c,2009-2010,1.67 to 2.49,1: Positive,0: Negative,0: Negative,1: Yes,0: No,1: Yes,1: Yes,1
50-59,c,2011-2012,2.50 to 3.99,1: Positive,0: Negative,0: Negative,1: Yes,0: No,1: Yes,1: Yes,1
50-59,c,2013-2014,2.50 to 3.99,1: Positive,0: Negative,0: Negative,1: Yes,0: No,1: Yes,1: Yes,1
50-59,c,2015-2017,2.50 to 3.99,1: Positive,0: Negative,0: Negative,1: Yes,0: No,1: Yes,1: Yes,1
50-59,c,2013-2014,1.00 to 1.66,1: Positive,0: Negative,0: Negative,1: Yes,1: Yes,0: No,0: No,1
50-59,c,2015-2017,1.00 to 1.66,1: Positive,0: Negative,0: Negative,1: Yes,1: Yes,0: No,0: No,1
50-59,c,2011-2012,1.67 to 2.49,1: Positive,0: Negative,0: Negative,1: Yes,1: Yes,0: No,0: No,1
50-59,c,2005-2008,2.50 to 3.99,1: Positive,0: Negative,0: Negative,1: Yes,1: Yes,0: No,0: No,1
50-59,c,2011-2012,2.50 to 3.99,1: Positive,0: Negative,0: Negative,1: Yes,1: Yes,0: No,0: No,1
50-59,c,2015-2017,2.50 to 3.99,1: Positive,0: Negative,0: Negative,1: Yes,1: Yes,0: No,0: No,1
50-59,c,2005-2008,0.00 to < 1.00,1: Positive,0: Negative,1: Positive,0: No,0: No,0: No,0: No,40
50-59,c,2009-2010,0.00 to < 1.00,1: Positive,0: Negative,1: Positive,0: No,0: No,0: No,0: No,46
50-59,c,2011-2012,0.00 to < 1.00,1: Positive,0: Negative,1: Positive,0: No,0: No,0: No,0: No,37
50-59,c,2013-2014,0.00 to < 1.00,1: Positive,0: Negative,1: Positive,0: No,0: No,0: No,0: No,52
50-59,c,2015-2017,0.00 to < 1.00,1: Positive,0: Negative,1: Positive,0: No,0: No,0: No,0: No,34
50-59,c,2005-2008,1.00 to 1.66,1: Positive,0: Negative,1: Positive,0: No,0: No,0: No,0: No,751
50-59,c,2009-2010,1.00 to 1.66,1: Positive,0: Negative,1: Positive,0: No,0: No,0: No,0: No,861
50-59,c,2011-2012,1.00 to 1.66,1: Positive,0: Negative,1: Positive,0: No,0: No,0: No,0: No,749
50-59,c,2013-2014,1.00 to 1.66,1: Positive,0: Negative,1: Positive,0: No,0: No,0: No,0: No,616
50-59,c,2015-2017,1.00 to 1.66,1: Positive,0: Negative,1: Positive,0: No,0: No,0: No,0: No,374
50-59,c,2005-2008,1.67 to 2.49,1: Positive,0: Negative,1: Positive,0: No,0: No,0: No,0: No,503
50-59,c,2009-2010,1.67 to 2.49,1: Positive,0: Negative,1: Positive,0: No,0: No,0: No,0: No,517
50-59,c,2011-2012,1.67 to 2.49,1: Positive,0: Negative,1: Positive,0: No,0: No,0: No,0: No,429
50-59,c,2013-2014,1.67 to 2.49,1: Positive,0: Negative,1: Positive,0: No,0: No,0: No,0: No,394
50-59,c,2015-2017,1.67 to 2.49,1: Positive,0: Negative,1: Positive,0: No,0: No,0: No,0: No,218
50-59,c,2005-2008,2.50 to 3.99,1: Positive,0: Negative,1: Positive,0: No,0: No,0: No,0: No,147
50-59,c,2009-2010,2.50 to 3.99,1: Positive,0: Negative,1: Positive,0: No,0: No,0: No,0: No,157
50-59,c,2011-2012,2.50 to 3.99,1: Positive,0: Negative,1: Positive,0: No,0: No,0: No,0: No,132
50-59,c,2013-2014,2.50 to 3.99,1: Positive,0: Negative,1: Positive,0: No,0: No,0: No,0: No,119
50-59,c,2015-2017,2.50 to 3.99,1: Positive,0: Negative,1: Positive,0: No,0: No,0: No,0: No,54
50-59,c,2005-2008,>=4.00,1: Positive,0: Negative,1: Positive,0: No,0: No,0: No,0: No,12
50-59,c,2009-2010,>=4.00,1: Positive,0: Negative,1: Positive,0: No,0: No,0: No,0: No,5
50-59,c,2011-2012,>=4.00,1: Positive,0: Negative,1: Positive,0: No,0: No,0: No,0: No,11
50-59,c,2013-2014,>=4.00,1: Positive,0: Negative,1: Positive,0: No,0: No,0: No,0: No,11
50-59,c,2015-2017,>=4.00,1: Positive,0: Negative,1: Positive,0: No,0: No,0: No,0: No,4
50-59,c,2009-2010,0.00 to < 1.00,1: Positive,0: Negative,1: Positive,1: Yes,0: No,1: Yes,0: No,1
50-59,c,2011-2012,0.00 to < 1.00,1: Positive,0: Negative,1: Positive,1: Yes,0: No,1: Yes,0: No,1
50-59,c,2013-2014,0.00 to < 1.00,1: Positive,0: Negative,1: Positive,1: Yes,0: No,1: Yes,0: No,1
50-59,c,2005-2008,1.00 to 1.66,1: Positive,0: Negative,1: Positive,1: Yes,0: No,1: Yes,0: No,4
50-59,c,2009-2010,1.00 to 1.66,1: Positive,0: Negative,1: Positive,1: Yes,0: No,1: Yes,0: No,2
50-59,c,2011-2012,1.00 to 1.66,1: Positive,0: Negative,1: Positive,1: Yes,0: No,1: Yes,0: No,6
50-59,c,2013-2014,1.00 to 1.66,1: Positive,0: Negative,1: Positive,1: Yes,0: No,1: Yes,0: No,6
50-59,c,2015-2017,1.00 to 1.66,1: Positive,0: Negative,1: Positive,1: Yes,0: No,1: Yes,0: No,2
50-59,c,2005-2008,1.67 to 2.49,1: Positive,0: Negative,1: Positive,1: Yes,0: No,1: Yes,0: No,3
50-59,c,2009-2010,1.67 to 2.49,1: Positive,0: Negative,1: Positive,1: Yes,0: No,1: Yes,0: No,5
50-59,c,2011-2012,1.67 to 2.49,1: Positive,0: Negative,1: Positive,1: Yes,0: No,1: Yes,0: No,3
50-59,c,2013-2014,1.67 to 2.49,1: Positive,0: Negative,1: Positive,1: Yes,0: No,1: Yes,0: No,2
50-59,c,2015-2017,1.67 to 2.49,1: Positive,0: Negative,1: Positive,1: Yes,0: No,1: Yes,0: No,2
50-59,c,2009-2010,2.50 to 3.99,1: Positive,0: Negative,1: Positive,1: Yes,0: No,1: Yes,0: No,1
50-59,c,2011-2012,2.50 to 3.99,1: Positive,0: Negative,1: Positive,1: Yes,0: No,1: Yes,0: No,1
50-59,c,2013-2014,2.50 to 3.99,1: Positive,0: Negative,1: Positive,1: Yes,0: No,1: Yes,0: No,2
50-59,c,2009-2010,1.00 to 1.66,1: Positive,0: Negative,1: Positive,1: Yes,0: No,1: Yes,1: Yes,1
50-59,c,2015-2017,1.00 to 1.66,1: Positive,0: Negative,1: Positive,1: Yes,0: No,1: Yes,1: Yes,1
50-59,c,2005-2008,1.67 to 2.49,1: Positive,0: Negative,1: Positive,1: Yes,0: No,1: Yes,1: Yes,2
50-59,c,2011-2012,1.67 to 2.49,1: Positive,0: Negative,1: Positive,1: Yes,0: No,1: Yes,1: Yes,3
50-59,c,2015-2017,2.50 to 3.99,1: Positive,0: Negative,1: Positive,1: Yes,0: No,1: Yes,1: Yes,1
50-59,c,2005-2008,1.00 to 1.66,1: Positive,0: Negative,1: Positive,1: Yes,1: Yes,0: No,0: No,3
50-59,c,2009-2010,1.00 to 1.66,1: Positive,0: Negative,1: Positive,1: Yes,1: Yes,0: No,0: No,5
50-59,c,2011-2012,1.00 to 1.66,1: Positive,0: Negative,1: Positive,1: Yes,1: Yes,0: No,0: No,2
50-59,c,2015-2017,1.00 to 1.66,1: Positive,0: Negative,1: Positive,1: Yes,1: Yes,0: No,0: No,1
50-59,c,2005-2008,1.67 to 2.49,1: Positive,0: Negative,1: Positive,1: Yes,1: Yes,0: No,0: No,2
50-59,c,2009-2010,1.67 to 2.49,1: Positive,0: Negative,1: Positive,1: Yes,1: Yes,0: No,0: No,5
50-59,c,2011-2012,1.67 to 2.49,1: Positive,0: Negative,1: Positive,1: Yes,1: Yes,0: No,0: No,5
50-59,c,2015-2017,1.67 to 2.49,1: Positive,0: Negative,1: Positive,1: Yes,1: Yes,0: No,0: No,1
50-59,c,2005-2008,2.50 to 3.99,1: Positive,0: Negative,1: Positive,1: Yes,1: Yes,0: No,0: No,1
50-59,c,2005-2008,0.00 to < 1.00,1: Positive,1: Positive,1: Positive,0: No,0: No,0: No,0: No,33
50-59,c,2009-2010,0.00 to < 1.00,1: Positive,1: Positive,1: Positive,0: No,0: No,0: No,0: No,34
50-59,c,2011-2012,0.00 to < 1.00,1: Positive,1: Positive,1: Positive,0: No,0: No,0: No,0: No,39
50-59,c,2013-2014,0.00 to < 1.00,1: Positive,1: Positive,1: Positive,0: No,0: No,0: No,0: No,35
50-59,c,2015-2017,0.00 to < 1.00,1: Positive,1: Positive,1: Positive,0: No,0: No,0: No,0: No,36
50-59,c,2005-2008,1.00 to 1.66,1: Positive,1: Positive,1: Positive,0: No,0: No,0: No,0: No,394
50-59,c,2009-2010,1.00 to 1.66,1: Positive,1: Positive,1: Positive,0: No,0: No,0: No,0: No,412
50-59,c,2011-2012,1.00 to 1.66,1: Positive,1: Positive,1: Positive,0: No,0: No,0: No,0: No,403
50-59,c,2013-2014,1.00 to 1.66,1: Positive,1: Positive,1: Positive,0: No,0: No,0: No,0: No,367
50-59,c,2015-2017,1.00 to 1.66,1: Positive,1: Positive,1: Positive,0: No,0: No,0: No,0: No,240
50-59,c,2005-2008,1.67 to 2.49,1: Positive,1: Positive,1: Positive,0: No,0: No,0: No,0: No,309
50-59,c,2009-2010,1.67 to 2.49,1: Positive,1: Positive,1: Positive,0: No,0: No,0: No,0: No,348
50-59,c,2011-2012,1.67 to 2.49,1: Positive,1: Positive,1: Positive,0: No,0: No,0: No,0: No,326
50-59,c,2013-2014,1.67 to 2.49,1: Positive,1: Positive,1: Positive,0: No,0: No,0: No,0: No,297
50-59,c,2015-2017,1.67 to 2.49,1: Positive,1: Positive,1: Positive,0: No,0: No,0: No,0: No,172
50-59,c,2005-2008,2.50 to 3.99,1: Positive,1: Positive,1: Positive,0: No,0: No,0: No,0: No,106
50-59,c,2009-2010,2.50 to 3.99,1: Positive,1: Positive,1: Positive,0: No,0: No,0: No,0: No,112
50-59,c,2011-2012,2.50 to 3.99,1: Positive,1: Positive,1: Positive,0: No,0: No,0: No,0: No,103
50-59,c,2013-2014,2.50 to 3.99,1: Positive,1: Positive,1: Positive,0: No,0: No,0: No,0: No,96
50-59,c,2015-2017,2.50 to 3.99,1: Positive,1: Positive,1: Positive,0: No,0: No,0: No,0: No,69
50-59,c,2005-2008,>=4.00,1: Positive,1: Positive,1: Positive,0: No,0: No,0: No,0: No,7
50-59,c,2009-2010,>=4.00,1: Positive,1: Positive,1: Positive,0: No,0: No,0: No,0: No,8
50-59,c,2011-2012,>=4.00,1: Positive,1: Positive,1: Positive,0: No,0: No,0: No,0: No,6
